Time,mass A x axis,mass B x axis
1.370139E+01,-2.274166E-02,2.205492E-02
1.373473E+01,-2.259004E-02,2.021894E-02
1.376807E+01,-2.196005E-02,1.857224E-02
1.38014E+01,-2.11742E-02,1.772679E-02
1.383474E+01,-2.057523E-02,1.799755E-02
1.386808E+01,-2.033391E-02,1.933974E-02
1.390141E+01,-2.035716E-02,2.143978E-02
1.393475E+01,-2.052867E-02,2.345765E-02
1.396809E+01,-2.064974E-02,2.498829E-02
1.400142E+01,-2.049934E-02,2.551689E-02
1.403476E+01,-2.017595E-02,2.495132E-02
1.40681E+01,-1.980673E-02,2.343044E-02
1.410143E+01,-1.952464E-02,2.146481E-02
1.413477E+01,-1.962827E-02,1.952883E-02
1.416811E+01,-2.022017E-02,1.829337E-02
1.420144E+01,-2.12448E-02,1.812294E-02
1.423478E+01,-2.236828E-02,1.892501E-02
1.426812E+01,-2.318655E-02,2.037781E-02
1.430145E+01,-2.333908E-02,2.195521E-02
1.433479E+01,-2.269951E-02,2.322763E-02
1.436813E+01,-2.143159E-02,2.384923E-02
1.440146E+01,-1.970247E-02,2.383158E-02
1.44348E+01,-1.813846E-02,2.319197E-02
1.446814E+01,-1.722392E-02,2.221908E-02
1.450147E+01,-1.732618E-02,2.134559E-02
1.453481E+01,-1.84904E-02,2.078047E-02
1.456815E+01,-2.041549E-02,2.063021E-02
1.460148E+01,-2.246297E-02,2.074764E-02
1.463482E+01,-2.404974E-02,2.098578E-02
1.466816E+01,-2.464033E-02,2.11258E-02
1.47015E+01,-2.420715E-02,2.113874E-02
1.473483E+01,-2.271446E-02,2.100634E-02
1.476817E+01,-2.076212E-02,2.087768E-02
1.480151E+01,-1.876593E-02,2.095081E-02
1.483484E+01,-1.745436E-02,2.136265E-02
1.486818E+01,-1.71895E-02,2.211762E-02
1.490152E+01,-1.79947E-02,2.294905E-02
1.493485E+01,-1.958254E-02,2.357823E-02
1.496819E+01,-2.133116E-02,2.372267E-02
1.500153E+01,-2.269327E-02,2.31923E-02
1.503486E+01,-2.341068E-02,2.208875E-02
1.50682E+01,-2.338005E-02,2.064027E-02
1.510154E+01,-2.259992E-02,1.922788E-02
1.513487E+01,-2.148562E-02,1.836981E-02
1.516821E+01,-2.03316E-02,1.84263E-02
1.520155E+01,-1.958772E-02,1.950912E-02
1.523488E+01,-1.941189E-02,2.1286E-02
1.526822E+01,-1.963528E-02,2.318601E-02
1.530156E+01,-2.008003E-02,2.469532E-02
1.533489E+01,-2.050935E-02,2.535642E-02
1.536823E+01,-2.074208E-02,2.496407E-02
1.540157E+01,-2.073957E-02,2.357688E-02
1.54349E+01,-2.059053E-02,2.163134E-02
1.546824E+01,-2.048293E-02,1.9642E-02
1.550158E+01,-2.058441E-02,1.822776E-02
1.553491E+01,-2.100979E-02,1.78665E-02
1.556825E+01,-2.16617E-02,1.861149E-02
1.560159E+01,-2.222755E-02,2.01354E-02
1.563492E+01,-2.247346E-02,2.199516E-02
1.566826E+01,-2.215526E-02,2.356418E-02
1.57016E+01,-2.12755E-02,2.444614E-02
1.573493E+01,-2.004078E-02,2.448154E-02
1.576827E+01,-1.880456E-02,2.378669E-02
1.580161E+01,-1.799126E-02,2.249403E-02
1.583494E+01,-1.793164E-02,2.114425E-02
1.586828E+01,-1.874026E-02,2.016239E-02
1.590162E+01,-2.027899E-02,1.978994E-02
1.593495E+01,-2.209242E-02,1.995787E-02
1.596829E+01,-2.360769E-02,2.047149E-02
1.600163E+01,-2.432608E-02,2.110068E-02
1.603496E+01,-2.402562E-02,2.161818E-02
1.60683E+01,-2.27592E-02,2.186187E-02
1.610164E+01,-2.086876E-02,2.187233E-02
1.613497E+01,-1.887176E-02,2.178101E-02
1.616831E+01,-1.742795E-02,2.177933E-02
1.620165E+01,-1.699409E-02,2.1909E-02
1.623498E+01,-1.77107E-02,2.228626E-02
1.626832E+01,-1.91948E-02,2.262143E-02
1.630166E+01,-2.110983E-02,2.278459E-02
1.633499E+01,-2.284919E-02,2.253617E-02
1.636833E+01,-2.38522E-02,2.186178E-02
1.640167E+01,-2.39204E-02,2.088066E-02
1.6435E+01,-2.314546E-02,1.985714E-02
1.646834E+01,-2.173476E-02,1.918322E-02
1.650168E+01,-2.019441E-02,1.911635E-02
1.653501E+01,-1.902754E-02,1.981715E-02
1.656835E+01,-1.854398E-02,2.117852E-02
1.660169E+01,-1.87629E-02,2.280981E-02
1.663503E+01,-1.947998E-02,2.41811E-02
1.666836E+01,-2.040665E-02,2.488076E-02
1.67017E+01,-2.113879E-02,2.463381E-02
1.673504E+01,-2.157193E-02,2.352365E-02
1.676837E+01,-2.161503E-02,2.173408E-02
1.680171E+01,-2.136912E-02,1.979487E-02
1.683505E+01,-2.109158E-02,1.832069E-02
1.686838E+01,-2.095486E-02,1.777962E-02
1.690172E+01,-2.106164E-02,1.834475E-02
1.693506E+01,-2.130168E-02,1.985003E-02
1.696839E+01,-2.151555E-02,2.179635E-02
1.700173E+01,-2.146172E-02,2.35591E-02
1.703507E+01,-2.104924E-02,2.468256E-02
1.70684E+01,-2.032333E-02,2.489525E-02
1.710174E+01,-1.952307E-02,2.415471E-02
1.713508E+01,-1.88376E-02,2.275332E-02
1.716841E+01,-1.865709E-02,2.11091E-02
1.720175E+01,-1.911419E-02,1.976468E-02
1.723509E+01,-2.021882E-02,1.909031E-02
1.726842E+01,-2.166898E-02,1.919766E-02
1.730176E+01,-2.304252E-02,1.994675E-02
1.73351E+01,-2.378331E-02,2.098998E-02
1.736843E+01,-2.367659E-02,2.200606E-02
1.740177E+01,-2.271805E-02,2.265261E-02
1.743511E+01,-2.108412E-02,2.286069E-02
1.746844E+01,-1.92717E-02,2.26917E-02
1.750178E+01,-1.777286E-02,2.230227E-02
1.753512E+01,-1.714371E-02,2.190883E-02
1.756845E+01,-1.761142E-02,2.176535E-02
1.760179E+01,-1.906939E-02,2.178319E-02
1.763513E+01,-2.098598E-02,2.186591E-02
1.766846E+01,-2.281288E-02,2.18491E-02
1.77018E+01,-2.395323E-02,2.159385E-02
1.773514E+01,-2.424307E-02,2.114792E-02
1.776847E+01,-2.356352E-02,2.058773E-02
1.780181E+01,-2.20767E-02,2.011396E-02
1.783515E+01,-2.031919E-02,1.996081E-02
1.786848E+01,-1.882789E-02,2.030275E-02
1.790182E+01,-1.801621E-02,2.12222E-02
1.793516E+01,-1.81084E-02,2.246586E-02
1.796849E+01,-1.893574E-02,2.361813E-02
1.800183E+01,-2.018855E-02,2.427498E-02
1.803517E+01,-2.138984E-02,2.421252E-02
1.80685E+01,-2.221218E-02,2.338124E-02
1.810184E+01,-2.248771E-02,2.187325E-02
1.813518E+01,-2.224922E-02,2.016785E-02
1.816851E+01,-2.165531E-02,1.879742E-02
1.820185E+01,-2.101385E-02,1.815551E-02
1.823519E+01,-2.057698E-02,1.853106E-02
1.826852E+01,-2.045051E-02,1.985514E-02
1.830186E+01,-2.056788E-02,2.17436E-02
1.83352E+01,-2.072991E-02,2.349553E-02
1.836853E+01,-2.075456E-02,2.472481E-02
1.840187E+01,-2.058028E-02,2.50529E-02
1.843521E+01,-2.022082E-02,2.443121E-02
1.846854E+01,-1.981848E-02,2.29879E-02
1.850188E+01,-1.959455E-02,2.12032E-02
